,Generator,Fuel Type,mean,pct
1942,MANITOUFALLS,HYDRO,31.6,6.30406458554067e-05
1943,GOSFIELDWGS,WIND,31.6,6.30406458554067e-05
1944,PRINCEFARM,WIND,31.5,6.28411501406744e-05
1945,CLERGUE,HYDRO,31.5,6.28411501406744e-05
1946,PAROCHES,WIND,31.5,6.28411501406744e-05
1947,RAILBEDWF-LT.AG_SR,WIND,31.4,6.264165442594209e-05
1948,COMBER,WIND,31.4,6.264165442594209e-05
1949,PRINCEFARM,WIND,31.4,6.264165442594209e-05
1950,YORKCGS-G2,GAS,31.3,6.24421587112098e-05
1951,EAST LAKE,WIND,31.3,6.24421587112098e-05
1952,KINGSTONSF,SOLAR,31.2,6.224266299647749e-05
1953,GREENWICH,WIND,31.2,6.224266299647749e-05
1954,CLERGUE,HYDRO,31.2,6.224266299647749e-05
1955,RAYNER,HYDRO,31.1,6.204316728174521e-05
1956,RAYNER,HYDRO,31.1,6.204316728174521e-05
1957,MANITOUFALLS,HYDRO,31.0,6.184367156701291e-05
1958,DA WATSON,HYDRO,31.0,6.184367156701291e-05
1959,MANITOUFALLS,HYDRO,31.0,6.184367156701291e-05
1960,PINEPORTAGE,HYDRO,31.0,6.184367156701291e-05
1961,MANITOUFALLS,HYDRO,31.0,6.184367156701291e-05
1962,MANITOUFALLS,HYDRO,31.0,6.184367156701291e-05
1963,OTTERRAPIDS,HYDRO,31.0,6.184367156701291e-05
1964,OTTERRAPIDS,HYDRO,31.0,6.184367156701291e-05
1965,AMARANTH,WIND,31.0,6.184367156701291e-05
1966,OTTERRAPIDS,HYDRO,31.0,6.184367156701291e-05
1967,MANITOUFALLS,HYDRO,31.0,6.184367156701291e-05
1968,SHANNON,WIND,30.9,6.16441758522806e-05
1969,RAYNER,HYDRO,30.8,6.144468013754831e-05
1970,OTTERRAPIDS,HYDRO,30.8,6.144468013754831e-05
1971,BELLE RIVER,WIND,30.8,6.144468013754831e-05
1972,GRANDSF,SOLAR,30.8,6.144468013754831e-05
1973,CAMERONFALLS,HYDRO,30.7,6.1245184422816e-05
1974,YORKCGS-G1,GAS,30.7,6.1245184422816e-05
1975,MANITOUFALLS,HYDRO,30.7,6.1245184422816e-05
1976,YORKCGS-G1,GAS,30.7,6.1245184422816e-05
1977,CLERGUE,HYDRO,30.6,6.104568870808371e-05
1978,PORT BURWELL,WIND,30.6,6.104568870808371e-05
1979,DILLON,WIND,30.5,6.08461929933514e-05
1980,MANITOUFALLS,HYDRO,30.4,6.06466972786191e-05
1981,PORTALMA-T1,WIND,30.4,6.06466972786191e-05
1982,RAYNER,HYDRO,30.3,6.04472015638868e-05
1983,CANYON,HYDRO,30.3,6.04472015638868e-05
1984,GRANDSF,SOLAR,30.3,6.04472015638868e-05
1985,MANITOUFALLS,HYDRO,30.3,6.04472015638868e-05
1986,MANITOUFALLS,HYDRO,30.2,6.0247705849154503e-05
1987,AGUASABON,HYDRO,30.2,6.0247705849154503e-05
1988,GRANDWF,WIND,30.2,6.0247705849154503e-05
1989,CLERGUE,HYDRO,30.1,6.004821013442221e-05
1990,MANITOUFALLS,HYDRO,30.1,6.004821013442221e-05
1991,YORKCGS-G2,GAS,30.1,6.004821013442221e-05
1992,LENNOX-G1,GAS,30.0,5.9848714419689904e-05
1993,CLERGUE,HYDRO,30.0,5.9848714419689904e-05
1994,LENNOX-G1,GAS,30.0,5.9848714419689904e-05
1995,BOW LAKE 2,WIND,30.0,5.9848714419689904e-05
1996,ZURICH,WIND,29.9,5.9649218704957604e-05
1997,HARMON,HYDRO,29.9,5.9649218704957604e-05
1998,PORTALMA-T1,WIND,29.8,5.9449722990225305e-05
1999,ARMOW,WIND,29.8,5.9449722990225305e-05
2000,LENNOX-G1,GAS,29.7,5.9250227275493005e-05
2001,AGUASABON,HYDRO,29.7,5.9250227275493005e-05
2002,KIPLING 2,HYDRO,29.7,5.9250227275493005e-05
2003,ARNPRIOR,HYDRO,29.7,5.9250227275493005e-05
2004,SMOKY 2,HYDRO,29.6,5.905073156076071e-05
2005,PINEPORTAGE,HYDRO,29.6,5.905073156076071e-05
2006,ADELAIDE,WIND,29.6,5.905073156076071e-05
2007,RIPLEY SOUTH,WIND,29.5,5.8851235846028406e-05
2008,PORTALMA-T1,WIND,29.5,5.8851235846028406e-05
2009,K2WIND,WIND,29.5,5.8851235846028406e-05
2010,KIPLING 2,HYDRO,29.5,5.8851235846028406e-05
2011,KINGSTONSF,SOLAR,29.4,5.8651740131296106e-05
2012,KINGSTONSF,SOLAR,29.4,5.8651740131296106e-05
2013,KINGSTONSF,SOLAR,29.4,5.8651740131296106e-05
2014,GRAND VALLEY 3,WIND,29.3,5.8452244416563806e-05
2015,GREENWICH,WIND,29.3,5.8452244416563806e-05
2016,MANITOUFALLS,HYDRO,29.2,5.825274870183151e-05
2017,WEST LINCOLN NRWF,WIND,29.2,5.825274870183151e-05
2018,ZURICH,WIND,29.2,5.825274870183151e-05
2019,NORTH KENT,WIND,29.1,5.8053252987099214e-05
2020,HARMON,HYDRO,29.1,5.8053252987099214e-05
2021,LENNOX-G1,GAS,29.1,5.8053252987099214e-05
2022,GREENWICH,WIND,29.1,5.8053252987099214e-05
2023,COMBER,WIND,29.1,5.8053252987099214e-05
2024,KINGSTONSF,SOLAR,29.0,5.785375727236691e-05
2025,LENNOX-G1,GAS,29.0,5.785375727236691e-05
2026,GRAND VALLEY 3,WIND,29.0,5.785375727236691e-05
2027,HARMON,HYDRO,28.9,5.765426155763461e-05
2028,EAST LAKE,WIND,28.9,5.765426155763461e-05
2029,ARMOW,WIND,28.8,5.745476584290231e-05
2030,SILVERFALLS,HYDRO,28.8,5.745476584290231e-05
2031,AMHERST ISLAND,WIND,28.8,5.745476584290231e-05
2032,ARMOW,WIND,28.8,5.745476584290231e-05
2033,EAST LAKE,WIND,28.8,5.745476584290231e-05
2034,CLERGUE,HYDRO,28.7,5.725527012817001e-05
2035,K2WIND,WIND,28.7,5.725527012817001e-05
2036,GREENWICH,WIND,28.6,5.7055774413437716e-05
2037,MCLEANSMTNWF-LT.AG_T1,WIND,28.5,5.685627869870541e-05
2038,PAROCHES,WIND,28.5,5.685627869870541e-05
2039,CANYON,HYDRO,28.4,5.665678298397311e-05
2040,MANITOUFALLS,HYDRO,28.4,5.665678298397311e-05
2041,SANDUSK-LT.AG_T1,WIND,28.4,5.665678298397311e-05
2042,SILVERFALLS,HYDRO,28.4,5.665678298397311e-05
2043,RAYNER,HYDRO,28.4,5.665678298397311e-05
2044,LENNOX-G1,GAS,28.3,5.645728726924081e-05
2045,SANDUSK-LT.AG_T1,WIND,28.3,5.645728726924081e-05
2046,KINGSBRIDGE,WIND,28.3,5.645728726924081e-05
2047,KINGSBRIDGE,WIND,28.2,5.625779155450851e-05
2048,MANITOUFALLS,HYDRO,28.2,5.625779155450851e-05
2049,NAPANEE-G3,GAS,28.2,5.625779155450851e-05
2050,CANYON,HYDRO,28.1,5.605829583977621e-05
2051,CANYON,HYDRO,28.1,5.605829583977621e-05
2052,MANITOUFALLS,HYDRO,28.1,5.605829583977621e-05
2053,PAROCHES,WIND,28.0,5.585880012504391e-05
2054,LENNOX-G1,GAS,28.0,5.585880012504391e-05
2055,PETER SUTHERLAND SR,HYDRO,28.0,5.585880012504391e-05
2056,BELLE RIVER,WIND,28.0,5.585880012504391e-05
2057,CANYON,HYDRO,28.0,5.585880012504391e-05
2058,CANYON,HYDRO,28.0,5.585880012504391e-05
2059,PETER SUTHERLAND SR,HYDRO,28.0,5.585880012504391e-05
2060,GOSFIELDWGS,WIND,27.9,5.565930441031161e-05
2061,PETER SUTHERLAND SR,HYDRO,27.9,5.565930441031161e-05
2062,RAILBEDWF-LT.AG_SR,WIND,27.9,5.565930441031161e-05
2063,SMOKY 2,HYDRO,27.8,5.545980869557931e-05
2064,LENNOX-G1,GAS,27.8,5.545980869557931e-05
2065,KIPLING 2,HYDRO,27.8,5.545980869557931e-05
2066,PORTALMA-T3,WIND,27.7,5.526031298084701e-05
2067,UNDERWOOD,WIND,27.7,5.526031298084701e-05
2068,CEDAR POINT 2,WIND,27.6,5.506081726611471e-05
2069,MCLEANSMTNWF-LT.AG_T1,WIND,27.6,5.506081726611471e-05
2070,MCLEANSMTNWF-LT.AG_T1,WIND,27.5,5.486132155138241e-05
2071,SHANNON,WIND,27.4,5.466182583665011e-05
2072,LENNOX-G1,GAS,27.3,5.446233012191781e-05
2073,ERIEAU,WIND,27.3,5.446233012191781e-05
2074,JERICHO,WIND,27.3,5.446233012191781e-05
2075,ADELAIDE,WIND,27.2,5.4262834407185514e-05
2076,LOWERNOTCH,HYDRO,27.1,5.4063338692453214e-05
2077,BLAKE,WIND,27.1,5.4063338692453214e-05
2078,AGUASABON,HYDRO,27.1,5.4063338692453214e-05
2079,ERIEAU,WIND,27.1,5.4063338692453214e-05
2080,PRINCEFARM,WIND,27.1,5.4063338692453214e-05
2081,PETER SUTHERLAND SR,HYDRO,27.0,5.3863842977720914e-05
2082,PETER SUTHERLAND SR,HYDRO,27.0,5.3863842977720914e-05
2083,PETER SUTHERLAND SR,HYDRO,27.0,5.3863842977720914e-05
2084,PETER SUTHERLAND SR,HYDRO,27.0,5.3863842977720914e-05
2085,PETER SUTHERLAND SR,HYDRO,27.0,5.3863842977720914e-05
2086,PETER SUTHERLAND SR,HYDRO,27.0,5.3863842977720914e-05
2087,PETER SUTHERLAND SR,HYDRO,27.0,5.3863842977720914e-05
2088,PETER SUTHERLAND SR,HYDRO,27.0,5.3863842977720914e-05
2089,PETER SUTHERLAND SR,HYDRO,27.0,5.3863842977720914e-05
2090,PETER SUTHERLAND SR,HYDRO,27.0,5.3863842977720914e-05
2091,PETER SUTHERLAND SR,HYDRO,27.0,5.3863842977720914e-05
2092,PETER SUTHERLAND SR,HYDRO,27.0,5.3863842977720914e-05
2093,PETER SUTHERLAND SR,HYDRO,27.0,5.3863842977720914e-05
2094,PETER SUTHERLAND SR,HYDRO,27.0,5.3863842977720914e-05
2095,PETER SUTHERLAND SR,HYDRO,27.0,5.3863842977720914e-05
2096,PETER SUTHERLAND SR,HYDRO,27.0,5.3863842977720914e-05
2097,PETER SUTHERLAND SR,HYDRO,27.0,5.3863842977720914e-05
2098,PETER SUTHERLAND SR,HYDRO,27.0,5.3863842977720914e-05
2099,PETER SUTHERLAND SR,HYDRO,27.0,5.3863842977720914e-05
2100,CALSTOCKGS,BIOFUEL,26.9,5.3664347262988615e-05
2101,WOLFE ISLAND,WIND,26.9,5.3664347262988615e-05
2102,PETER SUTHERLAND SR,HYDRO,26.9,5.3664347262988615e-05
2103,SILVERFALLS,HYDRO,26.9,5.3664347262988615e-05
2104,PAROCHES,WIND,26.8,5.3464851548256315e-05
2105,GOSFIELDWGS,WIND,26.7,5.3265355833524015e-05
2106,KINGSBRIDGE,WIND,26.7,5.3265355833524015e-05
2107,AMARANTH,WIND,26.6,5.3065860118791716e-05
2108,LENNOX-G1,GAS,26.5,5.2866364404059416e-05
2109,CALSTOCKGS,BIOFUEL,26.5,5.2866364404059416e-05
2110,GRANDWF,WIND,26.5,5.2866364404059416e-05
2111,CALSTOCKGS,BIOFUEL,26.4,5.2666868689327116e-05
2112,LENNOX-G1,GAS,26.4,5.2666868689327116e-05
2113,EAST LAKE,WIND,26.4,5.2666868689327116e-05
2114,DILLON,WIND,26.4,5.2666868689327116e-05
2115,LENNOX-G1,GAS,26.4,5.2666868689327116e-05
2116,KINGSTONSF,SOLAR,26.4,5.2666868689327116e-05
2117,CALSTOCKGS,BIOFUEL,26.4,5.2666868689327116e-05
2118,GRAND VALLEY 3,WIND,26.4,5.2666868689327116e-05
2119,CALSTOCKGS,BIOFUEL,26.4,5.2666868689327116e-05
2120,CALSTOCKGS,BIOFUEL,26.4,5.2666868689327116e-05
2121,MANITOUFALLS,HYDRO,26.3,5.246737297459482e-05
2122,RIPLEY SOUTH,WIND,26.3,5.246737297459482e-05
2123,CALSTOCKGS,BIOFUEL,26.3,5.246737297459482e-05
2124,MANITOUFALLS,HYDRO,26.3,5.246737297459482e-05
2125,KINGSBRIDGE,WIND,26.3,5.246737297459482e-05
2126,CALSTOCKGS,BIOFUEL,26.3,5.246737297459482e-05
2127,PRINCEFARM,WIND,26.3,5.246737297459482e-05
2128,CALSTOCKGS,BIOFUEL,26.3,5.246737297459482e-05
2129,JERICHO,WIND,26.2,5.226787725986252e-05
2130,SANDUSK-LT.AG_T1,WIND,26.2,5.226787725986252e-05
2131,JERICHO,WIND,26.2,5.226787725986252e-05
2132,CALSTOCKGS,BIOFUEL,26.2,5.226787725986252e-05
2133,LANDON,WIND,26.2,5.226787725986252e-05
2134,CALSTOCKGS,BIOFUEL,26.2,5.226787725986252e-05
2135,SILVERFALLS,HYDRO,26.1,5.206838154513022e-05
2136,CALSTOCKGS,BIOFUEL,26.1,5.206838154513022e-05
2137,LENNOX-G1,GAS,26.1,5.206838154513022e-05
2138,PRINCEFARM,WIND,26.1,5.206838154513022e-05
2139,CALSTOCKGS,BIOFUEL,26.1,5.206838154513022e-05
2140,CALSTOCKGS,BIOFUEL,26.1,5.206838154513022e-05
2141,GOSFIELDWGS,WIND,26.1,5.206838154513022e-05
2142,GOSFIELDWGS,WIND,26.0,5.186888583039792e-05
2143,PETER SUTHERLAND SR,HYDRO,26.0,5.186888583039792e-05
2144,CALSTOCKGS,BIOFUEL,26.0,5.186888583039792e-05
2145,PETER SUTHERLAND SR,HYDRO,26.0,5.186888583039792e-05
2146,PETER SUTHERLAND SR,HYDRO,26.0,5.186888583039792e-05
2147,PETER SUTHERLAND SR,HYDRO,26.0,5.186888583039792e-05
2148,CALSTOCKGS,BIOFUEL,26.0,5.186888583039792e-05
2149,PETER SUTHERLAND SR,HYDRO,26.0,5.186888583039792e-05
2150,CALSTOCKGS,BIOFUEL,26.0,5.186888583039792e-05
2151,PETER SUTHERLAND SR,HYDRO,26.0,5.186888583039792e-05
2152,CALSTOCKGS,BIOFUEL,26.0,5.186888583039792e-05
2153,KINGSTONSF,SOLAR,25.9,5.166939011566562e-05
2154,CALSTOCKGS,BIOFUEL,25.9,5.166939011566562e-05
2155,KINGSTONSF,SOLAR,25.9,5.166939011566562e-05
2156,PETER SUTHERLAND SR,HYDRO,25.8,5.146989440093332e-05
2157,RIPLEY SOUTH,WIND,25.8,5.146989440093332e-05
2158,GREENWICH,WIND,25.8,5.146989440093332e-05
2159,CALSTOCKGS,BIOFUEL,25.8,5.146989440093332e-05
2160,GRANDSF,SOLAR,25.7,5.127039868620102e-05
2161,KIPLING,HYDRO,25.7,5.127039868620102e-05
2162,CALSTOCKGS,BIOFUEL,25.7,5.127039868620102e-05
2163,CALSTOCKGS,BIOFUEL,25.7,5.127039868620102e-05
2164,KINGSBRIDGE,WIND,25.6,5.107090297146872e-05
2165,DILLON,WIND,25.6,5.107090297146872e-05
2166,LITTLELONG 2,HYDRO,25.5,5.087140725673642e-05
2167,SPENCE,WIND,25.5,5.087140725673642e-05
2168,BELLE RIVER,WIND,25.5,5.087140725673642e-05
2169,SANDUSK-LT.AG_T1,WIND,25.5,5.087140725673642e-05
2170,ERIEAU,WIND,25.4,5.067191154200412e-05
2171,PORTALMA-T3,WIND,25.4,5.067191154200412e-05
2172,KIPLING 2,HYDRO,25.3,5.047241582727182e-05
2173,K2WIND,WIND,25.3,5.047241582727182e-05
2174,CALSTOCKGS,BIOFUEL,25.3,5.047241582727182e-05
2175,PETER SUTHERLAND SR,HYDRO,25.3,5.047241582727182e-05
2176,GREENWICH,WIND,25.2,5.027292011253952e-05
2177,GRAND VALLEY 3,WIND,25.1,5.007342439780722e-05
2178,PORTALMA-T3,WIND,25.1,5.007342439780722e-05
2179,UMBATAFALLS,HYDRO,25.0,4.987392868307492e-05
2180,UMBATAFALLS,HYDRO,25.0,4.987392868307492e-05
2181,UMBATAFALLS,HYDRO,25.0,4.987392868307492e-05
2182,UMBATAFALLS,HYDRO,25.0,4.987392868307492e-05
2183,UMBATAFALLS,HYDRO,25.0,4.987392868307492e-05
2184,UMBATAFALLS,HYDRO,25.0,4.987392868307492e-05
2185,UMBATAFALLS,HYDRO,25.0,4.987392868307492e-05
2186,RAILBEDWF-LT.AG_SR,WIND,25.0,4.987392868307492e-05
2187,UMBATAFALLS,HYDRO,25.0,4.987392868307492e-05
2188,UMBATAFALLS,HYDRO,25.0,4.987392868307492e-05
2189,UMBATAFALLS,HYDRO,25.0,4.987392868307492e-05
2190,NAPANEE-G1,GAS,25.0,4.987392868307492e-05
2191,UMBATAFALLS,HYDRO,25.0,4.987392868307492e-05
2192,UMBATAFALLS,HYDRO,25.0,4.987392868307492e-05
2193,UMBATAFALLS,HYDRO,25.0,4.987392868307492e-05
2194,UMBATAFALLS,HYDRO,25.0,4.987392868307492e-05
2195,UMBATAFALLS,HYDRO,25.0,4.987392868307492e-05
2196,UMBATAFALLS,HYDRO,25.0,4.987392868307492e-05
2197,UMBATAFALLS,HYDRO,25.0,4.987392868307492e-05
2198,UMBATAFALLS,HYDRO,25.0,4.987392868307492e-05
2199,UMBATAFALLS,HYDRO,25.0,4.987392868307492e-05
2200,UMBATAFALLS,HYDRO,25.0,4.987392868307492e-05
2201,UMBATAFALLS,HYDRO,25.0,4.987392868307492e-05
2202,UMBATAFALLS,HYDRO,25.0,4.987392868307492e-05
2203,UMBATAFALLS,HYDRO,25.0,4.987392868307492e-05
2204,UMBATAFALLS,HYDRO,25.0,4.987392868307492e-05
2205,UMBATAFALLS,HYDRO,25.0,4.987392868307492e-05
2206,UMBATAFALLS,HYDRO,25.0,4.987392868307492e-05
2207,NPKIRKLAND-G1-G5,GAS,24.9,4.967443296834262e-05
2208,GRANDSF,SOLAR,24.9,4.967443296834262e-05
2209,COMBER,WIND,24.9,4.967443296834262e-05
2210,PINEPORTAGE,HYDRO,24.8,4.947493725361032e-05
2211,SANDUSK-LT.AG_T1,WIND,24.8,4.947493725361032e-05
2212,ARMOW,WIND,24.8,4.947493725361032e-05
2213,GRANDSF,SOLAR,24.7,4.927544153887802e-05
2214,UMBATAFALLS,HYDRO,24.7,4.927544153887802e-05
2215,RAYNER,HYDRO,24.7,4.927544153887802e-05
2216,UMBATAFALLS,HYDRO,24.7,4.927544153887802e-05
2217,CANYON,HYDRO,24.7,4.927544153887802e-05
2218,SITHE GOREWAY-G12,GAS,24.6,4.907594582414572e-05
2219,UMBATAFALLS,HYDRO,24.6,4.907594582414572e-05
2220,AMARANTH,WIND,24.5,4.887645010941342e-05
2221,AMHERST ISLAND,WIND,24.5,4.887645010941342e-05
2222,SILVERFALLS,HYDRO,24.4,4.867695439468112e-05
2223,PORTALMA-T3,WIND,24.4,4.867695439468112e-05
2224,PINEPORTAGE,HYDRO,24.3,4.8477458679948824e-05
2225,UMBATAFALLS,HYDRO,24.3,4.8477458679948824e-05
2226,PORT BURWELL,WIND,24.3,4.8477458679948824e-05
2227,GREENWICH,WIND,24.2,4.8277962965216524e-05
2228,NAPANEE-G1,GAS,24.2,4.8277962965216524e-05
2229,UMBATAFALLS,HYDRO,24.1,4.8078467250484224e-05
2230,PORTALMA-T1,WIND,24.1,4.8078467250484224e-05
2231,KAKABEKA,HYDRO,24.0,4.7878971535751925e-05
2232,PAROCHES,WIND,24.0,4.7878971535751925e-05
2233,KAKABEKA,HYDRO,24.0,4.7878971535751925e-05
2234,KAKABEKA,HYDRO,24.0,4.7878971535751925e-05
2235,KAKABEKA,HYDRO,24.0,4.7878971535751925e-05
2236,KAKABEKA,HYDRO,24.0,4.7878971535751925e-05
2237,KAKABEKA,HYDRO,24.0,4.7878971535751925e-05
2238,KAKABEKA,HYDRO,24.0,4.7878971535751925e-05
2239,KAKABEKA,HYDRO,24.0,4.7878971535751925e-05
2240,KAKABEKA,HYDRO,24.0,4.7878971535751925e-05
2241,KAKABEKA,HYDRO,24.0,4.7878971535751925e-05
2242,KAKABEKA,HYDRO,24.0,4.7878971535751925e-05
2243,KAKABEKA,HYDRO,24.0,4.7878971535751925e-05
2244,KAKABEKA,HYDRO,24.0,4.7878971535751925e-05
2245,KAKABEKA,HYDRO,24.0,4.7878971535751925e-05
2246,KAKABEKA,HYDRO,24.0,4.7878971535751925e-05
2247,KAKABEKA,HYDRO,24.0,4.7878971535751925e-05
2248,KAKABEKA,HYDRO,24.0,4.7878971535751925e-05
2249,DILLON,WIND,24.0,4.7878971535751925e-05
2250,KAKABEKA,HYDRO,24.0,4.7878971535751925e-05
2251,KAKABEKA,HYDRO,24.0,4.7878971535751925e-05
2252,KAKABEKA,HYDRO,24.0,4.7878971535751925e-05
2253,KAKABEKA,HYDRO,24.0,4.7878971535751925e-05
2254,KAKABEKA,HYDRO,24.0,4.7878971535751925e-05
2255,KAKABEKA,HYDRO,24.0,4.7878971535751925e-05
2256,KINGSTONSF,SOLAR,23.8,4.7479980106287325e-05
2257,BELLE RIVER,WIND,23.8,4.7479980106287325e-05
2258,WEST LINCOLN NRWF,WIND,23.8,4.7479980106287325e-05
2259,EAST LAKE,WIND,23.8,4.7479980106287325e-05
2260,LENNOX-G1,GAS,23.7,4.7280484391555026e-05
2261,GRAND VALLEY 3,WIND,23.7,4.7280484391555026e-05
2262,KIPLING 2,HYDRO,23.6,4.7080988676822726e-05
2263,SILVERFALLS,HYDRO,23.5,4.6881492962090426e-05
2264,COMBER,WIND,23.5,4.6881492962090426e-05
2265,KAKABEKA,HYDRO,23.4,4.668199724735812e-05
2266,GOULAIS,WIND,23.4,4.668199724735812e-05
2267,SMOKY 2,HYDRO,23.4,4.668199724735812e-05
2268,K2WIND,WIND,23.3,4.648250153262583e-05
2269,SPENCE,WIND,23.3,4.648250153262583e-05
2270,AMHERST ISLAND,WIND,23.3,4.648250153262583e-05
2271,BORNISH,WIND,23.2,4.628300581789353e-05
2272,PORTALMA-T3,WIND,23.2,4.628300581789353e-05
2273,RAILBEDWF-LT.AG_SR,WIND,23.1,4.608351010316123e-05
2274,SMOKY 2,HYDRO,23.0,4.588401438842893e-05
2275,GRAND VALLEY 3,WIND,23.0,4.588401438842893e-05
2276,GRANDSF,SOLAR,23.0,4.588401438842893e-05
2277,CANYON,HYDRO,22.9,4.568451867369662e-05
2278,K2WIND,WIND,22.9,4.568451867369662e-05
2279,DILLON,WIND,22.8,4.548502295896433e-05
2280,GOSHEN,WIND,22.6,4.508603152949973e-05
2281,GRAND VALLEY 3,WIND,22.6,4.508603152949973e-05
2282,SUMMERHAVEN,WIND,22.5,4.488653581476743e-05
2283,PORTALMA-T3,WIND,22.5,4.488653581476743e-05
2284,WEST LINCOLN NRWF,WIND,22.4,4.468704010003512e-05
2285,WOLFE ISLAND,WIND,22.3,4.448754438530283e-05
2286,MCLEANSMTNWF-LT.AG_T1,WIND,22.3,4.448754438530283e-05
2287,GOSFIELDWGS,WIND,22.2,4.428804867057053e-05
2288,ATIKOKAN-G1,BIOFUEL,22.2,4.428804867057053e-05
2289,ERIEAU,WIND,22.1,4.408855295583823e-05
2290,HOLINGSWTH,HYDRO,22.0,4.388905724110593e-05
2291,ERIEAU,WIND,22.0,4.388905724110593e-05
2292,HOLINGSWTH,HYDRO,22.0,4.388905724110593e-05
2293,KAKABEKA,HYDRO,22.0,4.388905724110593e-05
2294,HOLINGSWTH,HYDRO,22.0,4.388905724110593e-05
2295,GRAND VALLEY 3,WIND,22.0,4.388905724110593e-05
2296,KAKABEKA,HYDRO,22.0,4.388905724110593e-05
2297,HOLINGSWTH,HYDRO,22.0,4.388905724110593e-05
2298,HOLINGSWTH,HYDRO,22.0,4.388905724110593e-05
2299,HOLINGSWTH,HYDRO,22.0,4.388905724110593e-05
2300,HOLINGSWTH,HYDRO,22.0,4.388905724110593e-05
2301,HOLINGSWTH,HYDRO,22.0,4.388905724110593e-05
2302,HOLINGSWTH,HYDRO,22.0,4.388905724110593e-05
2303,HOLINGSWTH,HYDRO,22.0,4.388905724110593e-05
2304,DILLON,WIND,21.9,4.3689561526373625e-05
2305,EAST LAKE,WIND,21.9,4.3689561526373625e-05
2306,GRANDSF,SOLAR,21.9,4.3689561526373625e-05
2307,UNDERWOOD,WIND,21.9,4.3689561526373625e-05
2308,SILVERFALLS,HYDRO,21.8,4.349006581164133e-05
2309,HOLINGSWTH,HYDRO,21.7,4.329057009690903e-05
2310,MCLEANSMTNWF-LT.AG_T1,WIND,21.7,4.329057009690903e-05
2311,NORTH KENT,WIND,21.7,4.329057009690903e-05
2312,BORNISH,WIND,21.7,4.329057009690903e-05
2313,PINEPORTAGE,HYDRO,21.7,4.329057009690903e-05
2314,HOLINGSWTH,HYDRO,21.6,4.309107438217673e-05
2315,PRINCEFARM,WIND,21.5,4.289157866744443e-05
2316,SHANNON,WIND,21.4,4.269208295271213e-05
2317,NORTH KENT,WIND,21.4,4.269208295271213e-05
2318,KINGSTONSF,SOLAR,21.4,4.269208295271213e-05
2319,PRINCEFARM,WIND,21.4,4.269208295271213e-05
2320,MCLEANSMTNWF-LT.AG_T1,WIND,21.4,4.269208295271213e-05
2321,PAROCHES,WIND,21.4,4.269208295271213e-05
2322,PRINCEFARM,WIND,21.4,4.269208295271213e-05
2323,UNDERWOOD,WIND,21.3,4.2492587237979834e-05
2324,MCLEANSMTNWF-LT.AG_T1,WIND,21.3,4.2492587237979834e-05
2325,KINGSTONSF,SOLAR,21.3,4.2492587237979834e-05
2326,BLAKE,WIND,21.3,4.2492587237979834e-05
2327,GRAND VALLEY 3,WIND,21.3,4.2492587237979834e-05
2328,GRANDWF,WIND,21.2,4.2293091523247534e-05
2329,CANYON,HYDRO,21.2,4.2293091523247534e-05
2330,HOLINGSWTH,HYDRO,21.2,4.2293091523247534e-05
2331,HOLINGSWTH,HYDRO,21.2,4.2293091523247534e-05
2332,LANDON,WIND,21.2,4.2293091523247534e-05
2333,EAST LAKE,WIND,21.1,4.2093595808515235e-05
2334,BORNISH,WIND,21.1,4.2093595808515235e-05
2335,HOLINGSWTH,HYDRO,21.1,4.2093595808515235e-05
2336,KAKABEKA,HYDRO,21.1,4.2093595808515235e-05
2337,UNDERWOOD,WIND,21.1,4.2093595808515235e-05
2338,HOLINGSWTH,HYDRO,21.0,4.1894100093782935e-05
2339,HOLINGSWTH,HYDRO,21.0,4.1894100093782935e-05
2340,EAST LAKE,WIND,21.0,4.1894100093782935e-05
2341,HOLINGSWTH,HYDRO,21.0,4.1894100093782935e-05
2342,HOLINGSWTH,HYDRO,21.0,4.1894100093782935e-05
2343,KAKABEKA,HYDRO,21.0,4.1894100093782935e-05
2344,KAKABEKA,HYDRO,21.0,4.1894100093782935e-05
2345,HOLINGSWTH,HYDRO,21.0,4.1894100093782935e-05
2346,HOLINGSWTH,HYDRO,21.0,4.1894100093782935e-05
2347,HOLINGSWTH,HYDRO,21.0,4.1894100093782935e-05
2348,HOLINGSWTH,HYDRO,21.0,4.1894100093782935e-05
2349,HOLINGSWTH,HYDRO,20.9,4.169460437905063e-05
2350,BELLE RIVER,WIND,20.9,4.169460437905063e-05
2351,HOLINGSWTH,HYDRO,20.9,4.169460437905063e-05
2352,PORTALMA-T1,WIND,20.8,4.1495108664318336e-05
2353,AMARANTH,WIND,20.8,4.1495108664318336e-05
2354,PORTALMA-T1,WIND,20.8,4.1495108664318336e-05
2355,KINGSTONSF,SOLAR,20.7,4.1295612949586036e-05
2356,HOLINGSWTH,HYDRO,20.7,4.1295612949586036e-05
2357,PORTALMA-T3,WIND,20.7,4.1295612949586036e-05
2358,AMARANTH,WIND,20.6,4.1096117234853736e-05
2359,ARMOW,WIND,20.6,4.1096117234853736e-05
2360,GOSHEN,WIND,20.6,4.1096117234853736e-05
2361,WOLFE ISLAND,WIND,20.5,4.089662152012144e-05
2362,PORTALMA-T1,WIND,20.5,4.089662152012144e-05
2363,CEDAR POINT 2,WIND,20.4,4.069712580538913e-05
